id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
3022806018	20141031	1	450829007	703195007	es	900000000000550004	Neoválvula cardíaca aórtica en la cual la sangre fluye en dirección inversa durante la diástole ventricular, desde la aorta hacia el ventrículo izquierdo.	900000000000017005
3022807010	20141031	1	450829007	84261000119106	es	900000000000550004	Otitis media aguda que persiste después de uno o dos ciclos de tratamiento empírico con un antimicrobiano	900000000000017005
3022808017	20141031	1	450829007	700211007	es	900000000000550004	Trastorno hereditario extremadamente raro caracterizado por malformaciones del rayo cubital, hipoplasia y disfunción de glándulas apocrinas y mamarias, disfunción endocrina, anomalías dentales y malformaciones viscerales ocasionales.	900000000000017005
3022809013	20141031	1	450829007	702976005	es	900000000000550004	Inflamación de la articulación temporomandibular en la región ubicada por detrás del disco articular	900000000000017005
3022810015	20141031	1	450829007	703166003	es	900000000000550004	Formada por una conexión anormal entre arterias en la duramadre y venas que normalmente drenan el cerebro.	900000000000017005
3022811016	20141031	1	450829007	703178004	es	900000000000550004	Una valvulopatía de causa no reumática en la cual el flujo de salida del ventrículo derecho está obstruido al nivel de la válvula pulmonar, con insuficiencia.	900000000000017005
3022812011	20141031	1	450829007	700226009	es	900000000000550004	Establecimiento deliberado de amistad y de conexión emocional con una víctima con el fin de abusar sexualmente de ella.	900000000000017005
3022813018	20141031	1	450829007	703185000	es	900000000000550004	Alteración de una neoválvula pulmonar en la cual ésta no tiene la fuerza suficiente para impedir el flujo retrógrado hacia el ventrículo derecho.	900000000000017005
3022814012	20141031	1	450829007	700486009	es	900000000000550004	Capacidad de una persona para caminar por diferentes lugares de una habitación.	900000000000017005
3022815013	20141031	1	450829007	702600000	es	900000000000550004	Contracción involuntaria continua de músculo masticatorio.	900000000000017005
3022816014	20141031	1	450829007	702575003	es	900000000000550004	Una arteriopatía caracterizada por pérdida de la visión, sordera progresiva o episódica y fundoscopia anormal.	900000000000017005
3022817017	20141031	1	450829007	703264005	es	900000000000550004	Osteoporosis que se produce como consecuencia de condiciones clínicas o tratamientos que interfieren con la consecución de la masa ósea máxima, lo que contribuye al deterioro estructural del tejido óseo.	900000000000017005
3022818010	20141031	1	450829007	112581000119104	es	900000000000550004	Artralgia de rodilla de menos de tres meses de duración	900000000000017005
3022819019	20141031	1	450829007	703220002	es	900000000000550004	Una enfermedad fatal rara con depósitos amiloides en personas jóvenes causada por mutación de la cistatina C. Esta afección predispone al desarrollo de hemorragia intracerebral y demencia y se hereda en forma dominante	900000000000017005
3022820013	20141031	1	450829007	702320006	es	900000000000550004	una forma de parálisis cerebral espástica que afecta tres extremidades, como por ejemplo, ambos brazos y una pierna o ambas piernas y un brazo. En algunos casos ha afectado una extremidad superior, una extremidad inferior y la cara.	900000000000017005
3022821012	20141031	1	450829007	700467001	es	900000000000550004	Este síndrome se caracteriza por cefaleas intensas, con otros síntomas neurológicos o sin ellos y constricción segmentaria difusa de las arterias cerebrales que se resuelve espontáneamente en 3 meses.	900000000000017005
3022822017	20141031	1	450829007	58193001	es	900000000000550004	Una forma de parálisis cerebral espástica que afecta dos extremidades; por lo general, los miembros inferiores están más afectados que los superiores	900000000000017005
3022823010	20141031	1	450829007	702561005	es	900000000000550004	Fractura causada por el estrés normal sobre un hueso debilitado.	900000000000017005
3022824016	20141031	1	450829007	703132007	es	900000000000550004	Diente ectópico que ha hecho erupción en la cara lingual del maxilar superior o la mandíbula.	900000000000017005
3022825015	20141031	1	450829007	700399008	es	900000000000550004	Alteraciones morfológicas de las células escamosas que podrían calificarse como discariosis de bajo grado pero que no pueden identificarse con certeza como la consecuencia de procesos inflamatorios, reactivos, metaplásicos u hormonales.	900000000000017005
3022826019	20141031	1	450829007	85461000119106	es	900000000000550004	Nódulo de córnea o conjuntiva ulcerado.	900000000000017005
3022827011	20141031	1	450829007	703764006	es	900000000000550004	Momento cercano a la concentración máxima de una sustancia después de su administración.	900000000000017005
2984055010	20141031	1	450829007	399154007	es	900000000000550004	(TCA-TE(tracto de salida del ventrículo derecho)/TE (tracto de salida del ventrículo derecho), donde TCA es el tiempo entre la apertura y el cierre de la válvula tricúspide y TE es el tiempo de eyección	900000000000017005
3022828018	20141031	1	450829007	703039001	es	900000000000550004	Logro definitivo deseado de las actividades asistenciales en un plan de atención de la salud.	900000000000017005
3022829014	20141031	1	450829007	130631000119108	es	900000000000550004	Anomalía de la vulva causada por remoción parcial o total del clítoris y/o el prepucio del clítoris por razones no médicas.	900000000000017005
3004995017	20141031	0	450829007	609327009	es	900000000000550004	Proceso caracterizado por una respuesta inmunitaria celular a un antígeno extraño que conduce a la producción de anticuerpos específicos y/o células inmunitarias que posteriormente conducen al establecimiento de una disposición alérgica.	900000000000017005
3005065015	20141031	1	450829007	699828007	es	900000000000550004	Se produce cuando la relación entre los dientes de una mandíbula normal y una prótesis dental completa (o entre dos prótesis dentales completas) no es armónica	900000000000017005
3005067011	20141031	1	450829007	699190008	es	900000000000550004	Un trastorno dominante autosómico debido a una canalopatía y caracterizado por rubor cutáneo y dolor intenso. Los ataques pueden comenzar en la lactancia, cuando el dolor típicamente se concentra en la porción inferior del cuerpo; a medida que avanza la edad, la localización del dolor puede cambiar y afectar la cara y el cuerpo.	900000000000017005
3005076016	20141031	1	450829007	237061004	es	900000000000550004	Afección observada en mujeres en quienes se realizó una salpingo-ooforectomía bilateral, con histerectomía o sin ella, con tejido ovárico residual remanente. Este tejido ovárico residual posteriormente provoca síntomas pélvicos como dolor o una masa.	900000000000017005
3022830016	20141031	1	450829007	702313004	es	900000000000550004	Síndrome genético caracterizado por ausencia de las cuatro extremidades.	900000000000017005
3022831017	20141031	1	450829007	700507000	es	900000000000550004	Percepción ilusoria de una extremidad adicional además de los miembros reales habituales.	900000000000017005
3022832012	20141031	1	450829007	703476007	es	900000000000550004	Estudio diurno para pacientes con dificultad para tolerar la terapia con presión positiva de la vía aérea.	900000000000017005
3022833019	20141031	1	450829007	43486001	es	900000000000550004	Una forma de parálisis cerebral espástica que afecta el brazo y/o la pierna de un lado del cuerpo. Está afectada una extremidad superior y/o inferior de un mismo lado.	900000000000017005
3022834013	20141031	1	450829007	72781000119105	es	900000000000550004	Restricción dolorosa del movimiento articular debida a cicatrización postraumática excesiva.	900000000000017005
